compound_id	target_gene	metapath	dwpc
CHEMBL550179	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551918	EEF1A1	CbGiG	0.02699502945865856
CHEMBL549837	EEF1A1	CbGiG	0.02699502945865856
CHEMBL560858	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551995	EEF1A1	CbGiG	0.02699502945865856
CHEMBL555689	EEF1A1	CbGiG	0.02699502945865856
CHEMBL570772	EEF1A1	CbGiG	0.02699502945865856
CHEMBL558247	EEF1A1	CbGiG	0.02699502945865856
CHEMBL556491	EEF1A1	CbGiG	0.02699502945865856
CHEMBL559594	EEF1A1	CbGiG	0.02699502945865856
CHEMBL564799	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561125	EEF1A1	CbGiG	0.02699502945865856
CHEMBL559595	EEF1A1	CbGiG	0.02699502945865856
CHEMBL553924	EEF1A1	CbGiG	0.02699502945865856
CHEMBL562794	EEF1A1	CbGiG	0.02699502945865856
CHEMBL541255	EEF1A1	CbGiG	0.02699502945865856
CHEMBL550516	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551602	EEF1A1	CbGiG	0.02699502945865856
CHEMBL551807	EEF1A1	CbGiG	0.02699502945865856
CHEMBL560663	EEF1A1	CbGiG	0.02699502945865856
CHEMBL550249	EEF1A1	CbGiG	0.02699502945865856
CHEMBL557716	EEF1A1	CbGiG	0.02699502945865856
CHEMBL558033	EEF1A1	CbGiG	0.02699502945865856
CHEMBL564316	EEF1A1	CbGiG	0.02699502945865856
CHEMBL559039	EEF1A1	CbGiG	0.02699502945865856
CHEMBL550251	EEF1A1	CbGiG	0.02699502945865856
CHEMBL565134	EEF1A1	CbGiG	0.02699502945865856
CHEMBL563049	EEF1A1	CbGiG	0.02699502945865856
CHEMBL570073	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561266	EEF1A1	CbGiG	0.02699502945865856
CHEMBL301982	EEF1A1	CbGiG	0.02699502945865856
CHEMBL561265	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3286745	EEF1A1	CbGiG	0.02699502945865856
CHEMBL1240927	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3609826	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3608911	EEF1A1	CbGiG	0.02699502945865856
CHEMBL463763	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3937369	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3975567	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3946252	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3947240	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3919459	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3955977	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3928361	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3900925	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3972065	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3953713	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3901185	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3944589	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3916672	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3964729	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3911352	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3936187	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3957716	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3891011	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3969412	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3922414	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3973213	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3983798	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3919811	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3923966	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3905315	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3967087	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4070633	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4087666	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4082534	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4066791	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4077078	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4099031	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4063438	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4091297	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4081256	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4077611	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4063608	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4063330	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4069552	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4096048	EEF1A1	CbGiG	0.02699502945865856
CHEMBL3125890	EEF1A1	CbGiG	0.02699502945865856
CHEMBL2144069	EEF1A1	CbGiG	0.02699502945865856
CHEMBL525191	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4070302	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4091953	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4102297	EEF1A1	CbGiG	0.02699502945865856
CHEMBL186526	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4101619	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4083615	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4076337	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4066800	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4066949	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4071793	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4076144	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4072087	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4098083	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4090359	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4100535	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4094691	EEF1A1	CbGiG	0.02699502945865856
CHEMBL188678	EEF1A1	CbGiG	0.02699502945865856
CHEMBL242529	EEF1A1	CbGiG	0.02699502945865856
CHEMBL501870	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4207280	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4207816	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4288307	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4280406	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4283002	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4293586	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4288525	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4277867	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4285168	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4293003	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4276798	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4284740	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4291948	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4281330	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4293406	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4282794	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4514442	EEF1A1	CbGiG	0.02699502945865856
CHEMBL438605	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4877620	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4848310	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4846644	EEF1A1	CbGiG	0.02699502945865856
CHEMBL4876187	EEF1A1	CbGiG	0.02699502945865856
