rank_network,rank_chemistry,compound_id,pref_name,best_metapath,best_target_gene,dwpc_at_best,p_cell_min,p_minp,q_bh,p_bonferroni,p_westfall_young,significant_bh,significant_bonferroni,significant_wy,edge_layers,n_seed_targets,pchembl_max,pchembl_EEF1A1,pchembl_EEF1A2,paralogue_log_selectivity,evidence_types,chembl_targets,stitch_score_max,stitch_experimental_max,stitch_database_max,stitch_textmining_max_discarded,stitch_targets,binds_eef1a_directly,substrate_relation_only,seed_targets,evidence_grade,assay_protein,n_supporting_assays,max_seed_proteins_in_one_document,example_assay_description,tractable_small_molecule,nucleotide_cofactor,structural_exclusion_reason,n_heavy_atoms,n_rings,sa_score,max_phase,alogp,mw,n_vendors,example_vendors,canonical_smiles,inchikey,pubchem_cid,structure_source
152,,PUBCHEM:5321487,squamosamide,CsGiG,EEF1A2,0.0367210942289852,0.0468953104689531,0.1254874512548745,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,34,3,2.45,,,465.50200000000024,3,MuseChem; RR Scientific; Starshine Chemical,COC1=CC(=CC(=C1O)OC)C(=CC2=CC(=C(C=C2)O)OC)C(=O)NCCC3=CC=C(C=C3)O,,5321487.0,
156,,CHEMBL1098659,distilled water,CsGiG,EEF1A2,0.0367210942289852,0.0474952504749525,0.1255874412558744,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,inorganic (no carbon); acyclic; MW 17 < 250; 1 heavy atoms < 18,1,0,8.48,,,17.007,0,,[OH-],,,ChEMBL
157,,CHEMBL1376,sulindac,CsGiG,EEF1A2,0.0367210942289852,0.045995400459954,0.1257874212578742,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,3.08,,,356.41800000000006,0,,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,,,ChEMBL
158,,CHEMBL1583768,AC1MLVZO,CsGiG,EEF1A2,0.0367210942289852,0.0435956404359564,0.1258874112588741,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,4,2.73,,,395.5280000000002,0,,CN1CCCC1CCN(C2=NC3=CC=CC=C3S2)C(=O)C4=CC=CC=C4OC,,,ChEMBL
159,,CHEMBL1312738,HMS3357B03,CsGiG,EEF1A2,0.0367210942289852,0.0470952904709529,0.125987401259874,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,4,2.57,,,334.4400000000001,0,,C1CCC(CC1)(C#CC2=CC3=C(C=C2)SC4=CC=CC=C4C3=O)O,,,ChEMBL
159,,CHEMBL1910655,AC1MW8TA,CsGiG,EEF1A2,0.0367210942289852,0.0471952804719528,0.125987401259874,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,2.54,,,343.4270000000001,0,,CC1=CC(=C(N1C2=CC=CC=C2F)C)C=C3C(=O)N(C(=NC)S3)C,,,ChEMBL
159,,CHEMBL3191946,AC1O181G,CsGiG,EEF1A2,0.0367210942289852,0.0473952604739526,0.125987401259874,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,2.2,,,321.38000000000005,0,,CC(C)N1C=C(C2=CC=CC=C21)C=NNC3=CC=C(C=C3)C(=O)O,,,ChEMBL
162,,CHEMBL1363796,AC1OBK1Z,CsGiG,EEF1A2,0.0367210942289852,0.0465953404659534,0.1260873912608739,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,29,4,2.66,,,404.5150000000001,0,,CCOC1=CC=CC=C1N2C3=CC=CC=[N+]3C(=C2S)C(=O)NC4=CC=C(C=C4)C,,,ChEMBL
163,,CHEMBL1507250,KSC-8-64,CsGiG,EEF1A2,0.0367210942289852,0.0475952404759524,0.1261873812618738,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,27,3,2.1,,,386.42900000000014,0,,CC1=C(C=C(C=C1)NC(=O)C2=CC3=CC=CC=C3OC2=O)S(=O)(=O)N(C)C,,,ChEMBL
164,,PUBCHEM:197474,squamosamide,CsGiG,EEF1A2,0.0367210942289852,0.0457954204579542,0.1262873712628737,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,34,3,2.45,,,465.50200000000024,0,,COC1=CC(=CC(=C1O)OC)C(=CC2=CC(=C(C=C2)O)OC)C(=O)NCCC3=CC=C(C=C3)O,,197474.0,
165,,CHEMBL1417851,AC1M6MT7,CsGiG,EEF1A2,0.0367210942289852,0.0492950704929507,0.1263873612638736,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,2,2.12,,,394.265,0,,CC1=CC(=C(N1CCOC)C)C(=O)COC(=O)C2=CC=CC=C2Br,,,ChEMBL
166,,CHEMBL1213327,coenzyme A,CsGiG,EEF1A2,0.0367210942289852,0.0481951804819518,0.1264873512648735,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,True,MW 768 > 700,48,3,5.03,,,767.5410000000002,0,,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,,,ChEMBL
166,,CHEMBL1453996,1W-0926,CsGiG,EEF1A2,0.0367210942289852,0.0464953504649535,0.1264873512648735,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,1.8,,,303.40900000000005,0,,CN1CCN(CC1)C2=CC=C(C=C2)C3=NC4=CC=CC=C4C=C3,,,ChEMBL
168,,CHEMBL165,resveratrol,CsGiG,EEF1A2,0.0367210942289852,0.0465953404659534,0.1265873412658734,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,103.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 228 < 250; 17 heavy atoms < 18,17,2,2.11,,,228.24699999999999,0,,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,,,ChEMBL
168,,CHEMBL177367,silver nitrate,CsGiG,EEF1A2,0.0367210942289852,0.045995400459954,0.1265873412658734,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 170 < 250; 5 heavy atoms < 18,5,0,3.32,,,169.872,0,,[N+](=O)([O-])[O-].[Ag+],,,ChEMBL
170,,CHEMBL1339678,T5517345,CsGiG,EEF1A2,0.0367210942289852,0.0480951904809519,0.1267873212678732,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,3,1.71,,,281.359,0,,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=N3,,,ChEMBL
170,,CHEMBL1605021,AC1ME6L3,CsGiG,EEF1A2,0.0367210942289852,0.0472952704729527,0.1267873212678732,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,3,3.15,,,335.38500000000005,0,,CCCS(=O)(=O)C1=CN=C(N=C1N)C2COC3=CC=CC=C3O2,,,ChEMBL
170,,CHEMBL3198939,AC1O0DHR,CsGiG,EEF1A2,0.0367210942289852,0.0456954304569543,0.1267873212678732,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,2,1.97,,,296.37000000000006,0,,CC(C)(C)C1=CC=C(C=C1)C=NNC2=CC=CC(=C2)C(=O)O,,,ChEMBL
173,,CHEMBL1573994,ksc-8-87,CsGiG,EEF1A2,0.0367210942289852,0.0462953704629537,0.1268873112688731,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,19,2,3.08,,,276.40900000000005,0,,CCNC1=NN=C(CS1)C2=C(N(C(=C2)C)CC=C)C,,,ChEMBL
174,,CHEMBL1488586,AC1LCZ7S,CsGiG,EEF1A2,0.0367210942289852,0.0482951704829517,0.1270872912708729,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,2,1.74,,,315.388,0,,CC(C)(C)C1=CC=C(C=C1)C(=O)NCCOC2=CC=CC=C2F,,,ChEMBL
174,,CHEMBL278315,GELDANAMYCIN,CsGiG,EEF1A2,0.0367210942289852,0.048995100489951,0.1270872912708729,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,341.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,40,2,5.92,2.0,2.41,560.6440000000002,47,A1 BioChem Labs; AChemBlock; AKos Consulting & Solutions; Acmec Biochemical; Activate Scientific,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,QTQAWLPCGQOSGP-KSRBKZBZSA-N,5288382.0,ChEMBL
176,,CHEMBL1573366,AC1M48EM,CsGiG,EEF1A2,0.0367210942289852,0.0475952404759524,0.1271872812718728,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,19,2,2.06,,,320.16099999999994,0,,C1=CC=C(C=C1)C(=O)C=CNC2=C(C=C(C=C2)F)Br,,,ChEMBL
177,,CHEMBL1333930,Mls000583076,CsGiG,EEF1A2,0.0367210942289852,0.0477952204779522,0.1272872712728727,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,4,2.85,,,355.31000000000006,0,,C1COC2=C(O1)C=CC(=C2)N3N=C(C(=NC4=CC=CC=C4)N3O)[N+](=O)[O-],,,ChEMBL
177,,CHEMBL1486874,AC1MS651,CsGiG,EEF1A2,0.0367210942289852,0.0467953204679532,0.1272872712728727,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.65,,,327.8190000000001,0,,CC1CCCN(C1)C2=NC=NC3=C2C=NN3C4=CC=C(C=C4)Cl,,,ChEMBL
179,,CHEMBL1506503,AC1LOE3E,CsGiG,EEF1A2,0.0367210942289852,0.0456954304569543,0.1273872612738726,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,2.36,,,368.4870000000001,0,,CC1=C(N=C(C(=C1C)C#N)SCC(=O)NC2=NC3=CC=CC=C3S2)C,,,ChEMBL
180,,CHEMBL1579258,AC1MTRSQ,CsGiG,EEF1A2,0.0367210942289852,0.047995200479952,0.1274872512748725,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,2.7,,,360.458,0,,CC1=CC(=C(N1CCOC)C)C2=NN=C(SC2)NC3=CC=CC=C3F,,,ChEMBL
180,,CHEMBL1606031,AC1M50DI,CsGiG,EEF1A2,0.0367210942289852,0.0488951104889511,0.1274872512748725,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,411.0,411.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,19,3,2.12,,,273.317,0,,CC1=CC(=NO1)NC(=O)C2=CC3=C(C=C2)N=C(S3)C,,,ChEMBL
182,,PUBCHEM:181,acetyl-CoA,CsGiG,EEF1A2,0.0367210942289852,0.0498950104989501,0.1278872112788721,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,True,MW 810 > 700,51,3,5.08,,,809.5780000000002,13,Ambinter; Angel Pharmatech Ltd.; Angene Chemical; Biorbyt; Finetech Industry Limited,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,181.0,
183,,CHEMBL1610938,AC1M6QGF,CsGiG,EEF1A2,0.0367210942289852,0.0481951804819518,0.127987201279872,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,2.29,,,327.33600000000007,0,,CC1=CC(=C(N1CC2=CC=CO2)C)C(=O)COC(=O)C3=CC=CO3,,,ChEMBL
183,,CHEMBL1965654,AC1NWW1D,CsGiG,EEF1A2,0.0367210942289852,0.0482951704829517,0.127987201279872,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,2,2.68,,,383.279,0,,CC1=C(C(=NN1C(C)(C)C)C)C=NOC(=O)NC2=CC(=C(C=C2)Cl)Cl,,,ChEMBL
185,,CHEMBL1472925,HMS2883F04,CsGiG,EEF1A2,0.0367210942289852,0.0481951804819518,0.1280871912808719,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.07,,,300.365,0,,CC1=NC2=C(C=NN2C(=C1C3=CC=CC=C3)N)C4=CC=CC=C4,,,ChEMBL
185,,CHEMBL441,thiopentone,CsGiG,EEF1A2,0.0367210942289852,0.0466953304669533,0.1280871912808719,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 242 < 250; 16 heavy atoms < 18,16,1,3.56,,,242.344,0,,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,,,ChEMBL
187,,CHEMBL1385073,AC1MJSXK,CsGiG,EEF1A2,0.0367210942289852,0.0473952604739526,0.1281871812818718,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,2,2.08,,,281.35900000000004,0,,CC(C)(C)C(=O)NC1=CC=C(C=C1)N=NC2=CC=CC=C2,,,ChEMBL
188,,CHEMBL15770,sulindac,CsGiG,EEF1A2,0.0367210942289852,0.048995100489951,0.1282871712828717,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,3.45,,,355.4100000000001,0,,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)[O-],,,ChEMBL
189,,CHEMBL1332512,T5660652,CsGiG,EEF1A2,0.0367210942289852,0.048995100489951,0.1283871612838716,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,4,2.22,,,362.4580000000001,0,,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)CSC3=NN=C4N3C=CC=C4,,,ChEMBL
189,,CHEMBL1562575,AC1Q5HEM,CsGiG,EEF1A2,0.0367210942289852,0.0476952304769523,0.1283871612838716,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,4,2.42,,,373.3860000000001,0,,C1COC2=C(C=C(C=C2)C(=O)CN3C(=O)C4=CC=CC=C4S3(=O)=O)OC1,,,ChEMBL
191,,CHEMBL1457961,AC1OZ2B5,CsGiG,EEF1A2,0.0367210942289852,0.0477952204779522,0.1284871512848715,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,2.25,,,324.42800000000017,0,,CC1=C(N(C2=C1C(=NC=N2)NCCC3=CC=CC=C3)CCOC)C,,,ChEMBL
192,,CHEMBL1470904,AC1M3MDE,CsGiG,EEF1A2,0.0367210942289852,0.0488951104889511,0.1288871112888711,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,3,2.13,,,312.39400000000006,0,,CC(C)OC(=O)C1=C(C2=C(S1)N=C(C=C2)C3=CC=CC=C3)N,,,ChEMBL
192,,CHEMBL1525789,AC1Q2U3M,CsGiG,EEF1A2,0.0367210942289852,0.0482951704829517,0.1288871112888711,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,4,2.41,,,289.338,0,,CCC1=CC2=NC(=CN2C=C1)C3=CC(=NO3)C4=CC=CC=C4,,,ChEMBL
194,,CHEMBL1303404,3T-0330,CsGiG,EEF1A2,0.0367210942289852,0.0466953304669533,0.128987101289871,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,4,2.06,,,322.41200000000003,0,,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC(=CC=C4)OC,,,ChEMBL
195,,CHEMBL374308,lactacystin,CsGiG,EEF1A2,0.0367210942289852,0.0468953104689531,0.1290870912908709,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,1,4.26,,,376.4310000000001,0,,CC1C(C(NC1=O)(C(C(C)C)O)C(=O)SCC(C(=O)O)NC(=O)C)O,,,ChEMBL
196,,CHEMBL1165003,geldanamycin,CsGiG,EEF1A2,0.0367210942289852,0.0483951604839516,0.1291870812918708,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,341.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,40,2,5.92,,,560.6440000000005,0,,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,,,ChEMBL
196,,CHEMBL3193873,AC1O3RBM,CsGiG,EEF1A2,0.0367210942289852,0.0487951204879512,0.1291870812918708,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.19,,,305.33700000000005,0,,C1COC2=C(O1)C=CC(=C2)C=NNC3=NC4=CC=CC=C4C=C3,,,ChEMBL
198,,CHEMBL1234613,diphosphopyridine nucleotide,CsGiG,EEF1A2,0.0367210942289852,0.0478952104789521,0.1295870412958704,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,True,,44,5,5.34,,,663.4300000000002,0,,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N,,,ChEMBL
199,,CHEMBL1351963,AC1M5TQX,CsGiG,EEF1A2,0.0367210942289852,0.0491950804919508,0.1296870312968703,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,3.38,,,329.439,0,,CC1CC[NH+](CC1)CC(=O)C2=C(N(C(=C2)C)C3=CC=CC=C3F)C,,,ChEMBL
200,,CHEMBL1539980,NSC-662249,CsGiG,EEF1A2,0.0367210942289852,0.0484951504849515,0.1297870212978702,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,404.0,404.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.63,,,417.24600000000004,0,,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC4=C(C=C3)OCO4.[I-],,,ChEMBL
201,,CHEMBL1320007,AC1M597T,CsGiG,EEF1A2,0.0367210942289852,0.0480951904809519,0.12998700129987,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,400.0,400.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,2.07,,,353.4510000000001,0,,CCN1C(=NC2=C1C=CC(=C2)C(=O)NNC(=S)NC3=CC=CC=C3)C,,,ChEMBL
202,,CHEMBL1200864,indomethacin,CsGiG,EEF1A2,0.0367210942289852,0.047995200479952,0.1302869713028697,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,2.08,,,357.7930000000002,0,,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,,ChEMBL
202,,CHEMBL1884996,AC1LOZXM,CsGiG,EEF1A2,0.0367210942289852,0.0500949905009499,0.1302869713028697,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,27,5,2.48,,,372.4530000000001,0,,CC1=CC(=C(N1C2=CC=CC=N2)C)C=C3C(=O)N4C5=CC=CC=C5N=C4S3,,,ChEMBL
202,,CHEMBL3190911,AC1O0ZA6,CsGiG,EEF1A2,0.0367210942289852,0.0485951404859514,0.1302869713028697,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,4,2.47,,,370.4120000000001,0,,C1=CC2=C(C(=C1)OCC3=CC=C(C=C3)C(=O)NNC=C4C=CC=N4)N=CC=C2,,,ChEMBL
205,,CHEMBL1470676,AC1LI2XE,CsGiG,EEF1A2,0.0367210942289852,0.047995200479952,0.1304869513048695,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,3,2.31,,,322.39300000000003,0,,CC1=CC(=NC(=C1C#N)SCC2=NN=C(O2)C3=CC=CC=C3)C,,,ChEMBL
205,,CHEMBL1481543,AC1NWZ19,CsGiG,EEF1A2,0.0367210942289852,0.0457954204579542,0.1304869513048695,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,20,2,2.21,,,269.30400000000003,0,,CC1=CC(=C(C=C1)C(=O)ON=C(C2=CC=CC=N2)N)C,,,ChEMBL
207,,CHEMBL1597561,AC1NMU2T,CsGiG,EEF1A2,0.0367210942289852,0.0495950404959504,0.1312868713128687,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,3,2.68,,,420.303,0,,CC1=CC(=C(N1CC2CCCO2)C)C(=O)COC(=O)C3=CC=CC=C3Br,,,ChEMBL
208,,CHEMBL1524482,T6375761,CsGiG,EEF1A2,0.0367210942289852,0.0492950704929507,0.1315868413158684,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.26,,,306.413,0,,CC1CCN(CC1)C2=CC(=NC3=C(C=NN23)C4=CC=CC=C4)C,,,ChEMBL
209,,PUBCHEM:23931,mercury,CsGiG,EEF1A2,0.0367210942289852,0.0500949905009499,0.1321867813218678,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 201 < 250; 1 heavy atoms < 18,1,0,8.48,,,200.59,99,10X CHEM; A2B Chem; AA BLOCKS; AKos Consulting & Solutions; Acmec Biochemical,[Hg],,23931.0,
210,,CHEMBL1392142,AC1M72LB,CsGiG,EEF1A2,0.0367210942289852,0.0490950904909509,0.1331866813318668,0.2827906782781437,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,3,2.2,,,369.4420000000001,0,,CC1=CC(=C(N1CC2=CC=CS2)C)C(=O)COC(=O)C3=CC=CC=C3O,,,ChEMBL
211,,CHEMBL1376674,AC1LSB1T,CsGiG,EEF1A2,0.0367210942289852,0.0500949905009499,0.1337866213378662,0.2827906782781437,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,4,2.92,,,340.4520000000001,0,,CC1CCCCN1C2=NC=NC3=C2SN=C3C4=CC=C(C=C4)OC,,,ChEMBL
212,,PUBCHEM:20274032,hydron;acetate,CsGiG,EEF1A2,0.0823472516829971,0.0416958304169583,0.1457854214578542,0.3066995187273725,1.0,1.0,False,False,False,STITCH,7,,,,,,,644.0,644.0,0.0,0.0,EEF1G|HSF1|PAPSS1|PAPSS2|RPL3|RPL4|RPL7,False,False,EEF1G|HSF1|PAPSS1|PAPSS2|RPL3|RPL4|RPL7,stitch_only,,,,,False,False,acyclic; MW 61 < 250; 4 heavy atoms < 18,4,0,2.23,,,61.06,0,,[H+].CC(=O)O,,20274032.0,
213,,CHEMBL539,acetate,CsGiG,EEF1A2,0.0823472516829971,0.0427957204279572,0.1496850314968503,0.3134249955286161,1.0,1.0,False,False,False,STITCH,7,,,,,,,644.0,644.0,0.0,287.0,EEF1G|HSF1|PAPSS1|PAPSS2|RPL3|RPL4|RPL7,False,False,EEF1G|HSF1|PAPSS1|PAPSS2|RPL3|RPL4|RPL7,stitch_only,,,,,False,False,acyclic; MW 59 < 250; 4 heavy atoms < 18,4,0,3.07,,,59.044000000000004,0,,CC(=O)[O-],,,ChEMBL
